1,Iron Hyger,1,2277,4600000000,35,99,200000000,28,99,200000000,46,99,200000000,2,99,200000000,14,99,200000000,4,99,200000000,1,99,200000000,31,99,200000000,35,99,200000000,9,99,200000000,22,99,200000000,191,99,200000000,5,99,200000000,1,99,200000000,9,99,200000000,3,99,200000000,9,99,200000000,99,99,200000000,1,99,200000000,34,99,200000000,10,99,200000000,18,99,200000000,3,99,200000000,-1,-1,-1,-1,-1,-1,-1,-1,14324,5,1036,3,94,6034,2248,371,523,1211,2896,587,19,2643,35,809,195,413,1766,2833,218,3045,1950,3813,3420,574,1979,1112,2814,2198,1804,871,1057,1761,2020,121,5042,279,-1,-1,948,2356,3697,774,3960,72,5533,176,2702,281,256,1946,3274,498,915,580,26,4290,55,3483,32,4266,5671,50,3006,372,13453,557,723,3010,23,4593,195,711,126,2417,668,1559,3538,3768,3409,687,5068,473,150,39,3302,782,1842,101,768,647,1654,72,621,658,1795,693,2594,287,8,1069,2362,600,5961,424,12420,51,1871,1112,2830,114,3181,43,5304,251,2525,13,6,12828,2522,171,353,599,2493,2,93,86,113,2697,543,1112,1053,699,6,27740,60,8069,180,1632,97,6465
1,DKHo,2,2277,4391204253,60,99,194652470,53,99,191900052,138,99,192200476,30,99,200000000,51,99,200000000,7,99,191257782,13,99,200000000,58,99,198183016,75,99,177918155,16,99,182078468,38,99,180976609,79,99,200000000,7,99,195825311,3,99,200000000,13,99,195802970,6,99,194073392,20,99,167350965,127,99,199034024,13,99,191702303,72,99,196289900,16,99,197223552,26,99,192608688,7,99,152126120,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,384,3771,108,1105,1345,780,4661,481,458,957,827,278,1190,170,-1,-1,-1,-1,28925,251,11,3106,83,3100,236,4334,-1,-1,17243,792,36,552,9077,143,-1,-1,11950,919,1583,1139,2858,114,5027,193,15810,50,8926,403,4984,292,15045,94,1550,844,1250,1065,1333,914,6759,50,-1,-1,3874,1082,27187,68,308,1240,79,921,32,4113,7894,272,5299,3237,3662,662,1069,937,975,18,3293,785,2116,87,1855,218,14522,11,16626,25,2125,611,3949,193,15,651,-1,-1,58105,79,11541,53,10532,534,-1,-1,-1,-1,3373,408,-1,-1,298,3610,14549,53,-1,-1,3829,1,161,67,-1,-1,8188,166,8264,100,7,27347,162,6954,59,2606,434,4467
1,5th hcim LUL,3,2277,4287115562,59,99,196918186,52,99,193138190,132,99,193570219,28,99,200000000,15,99,200000000,8,99,174180527,17,99,200000000,11,99,200000000,92,99,155875996,14,99,200000000,44,99,152925820,93,99,200000000,8,99,191261061,10,99,200000000,12,99,198917256,9,99,153448079,16,99,195681998,108,99,200000000,12,99,200000000,36,99,200000000,18,99,176796187,16,99,200000000,9,99,104402043,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8838,1025,-1,-1,-1,-1,1773,703,21371,203,17429,48,4182,71,61573,507,-1,-1,-1,-1,13547,275,4277,854,13359,970,-1,-1,7245,1076,-1,-1,26123,5,-1,-1,8376,1105,4329,708,-1,-1,29737,11,-1,-1,13284,250,-1,-1,-1,-1,5096,466,10137,465,5019,477,-1,-1,-1,-1,7107,834,18090,183,5760,226,152,776,30927,21,3259,561,1233,5151,16754,142,35073,57,13852,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14603,106,-1,-1,5,1186,-1,-1,54406,85,11900,52,48433,10,-1,-1,-1,-1,-1,-1,-1,-1,2860,1362,-1,-1,-1,-1,31,62,129,75,-1,-1,-1,-1,-1,-1,12307,253,147,7085,12114,172,6385,1957
1,dids,4,2277,4261143878,34,99,200000000,16,99,200000000,44,99,200000000,5,99,200000000,9,99,200000000,1,99,200000000,2,99,200000000,10,99,200000000,78,99,173830820,17,99,179315559,23,99,200000000,36,99,200000000,2,99,200000000,19,99,74689983,17,99,184846770,1,99,200000000,18,99,189749880,68,99,200000000,3,99,200000000,2,99,200000000,19,99,155940325,9,99,200000000,10,99,102770541,-1,-1,-1,-1,-1,-1,-1,-1,4502,13,-1,-1,633,3202,28724,39,5003,365,13985,262,67,1847,507,333,282,356,-1,-1,-1,-1,-1,-1,35651,153,5,6647,1003,3033,-1,-1,26096,650,31282,5,7364,186,-1,-1,788,2470,25643,74,-1,-1,30074,10,11441,70,25148,55,-1,-1,50765,32,275,1758,322,1759,266,1774,17023,25,-1,-1,25759,218,105,6198,68,2613,139,792,1981,669,2404,697,237,7753,9943,334,31080,82,807,19,-1,-1,-1,-1,-1,-1,34921,5,-1,-1,6269,257,19582,15,3,1249,-1,-1,122824,10,35882,12,8389,601,-1,-1,-1,-1,-1,-1,-1,-1,2589,1430,-1,-1,-1,-1,-1,-1,87,88,-1,-1,20656,22,4542,217,4,30000,142,7125,2925,485,139,6030
1,SteSkillalt,5,2277,3935802903,67,99,186961789,58,99,173086990,159,99,186777732,32,99,200000000,83,99,200000000,9,99,167052750,15,99,200000000,73,99,147198904,114,99,129662677,23,99,126903791,7,99,200000000,20,99,200000000,9,99,179649734,16,99,100863758,15,99,191869540,7,99,174094465,5,99,200000000,32,99,200000000,14,99,182375470,76,99,188924511,21,99,141159282,20,99,200000000,22,99,59221510,-1,-1,-1,-1,-1,-1,-1,-1,7685,10,-1,-1,102538,95,-1,-1,219329,2,190338,2,56170,90,-1,-1,46280,1,-1,-1,-1,-1,25894,297,8762,338,37916,20,17933,723,-1,-1,39486,502,-1,-1,-1,-1,-1,-1,20186,632,-1,-1,-1,-1,30294,10,32211,11,866,1398,-1,-1,85890,10,12422,270,23449,301,11827,284,-1,-1,3987,235,3040,1178,480,3611,22416,50,61,969,16242,146,48695,10,46158,558,24437,12,689,1108,-1,-1,3896,636,-1,-1,-1,-1,-1,-1,611,663,45761,10,16668,25,78,256,-1,-1,105368,25,32025,16,50170,5,-1,-1,4697,8,-1,-1,-1,-1,38924,20,5989,115,12174,30,-1,-1,-1,-1,2786,737,7569,183,-1,-1,9,23703,137,7137,2184,563,2945,2560
1,ErBr,6,2277,3885556211,30,99,200000000,23,99,200000000,17,99,200000000,12,99,200000000,16,99,200000000,5,99,200000000,10,99,200000000,19,99,200000000,46,99,200000000,11,99,200000000,5,99,200000000,10,99,200000000,25,99,100952589,8,99,200000000,74,99,56576561,8,99,165044441,65,99,53142128,30,99,200000000,7,99,200000000,9,99,200000000,365,99,25168756,2,99,200000000,18,99,84671736,-1,-1,-1,-1,-1,-1,-1,-1,4994,13,-1,-1,3174,1702,1438,530,12124,179,23018,178,1855,580,5056,123,2318,112,-1,-1,-1,-1,-1,-1,36265,151,19957,293,18324,703,-1,-1,50035,408,-1,-1,15299,59,-1,-1,337,3095,19100,152,-1,-1,34355,6,516,682,10005,357,-1,-1,4547,236,3480,569,3790,696,3253,597,-1,-1,-1,-1,12554,587,389,4003,-1,-1,106,850,142,2222,1062,1219,32608,983,8833,375,26427,113,27998,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1880,669,6157,120,2,1371,6773,148,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,231,3933,-1,-1,-1,-1,-1,-1,558,41,-1,-1,9041,147,-1,-1,8,26511,173,6864,18852,104,678,4000
1,Tails,7,2277,3866339150,65,99,188913487,59,99,167150261,77,99,200000000,15,99,200000000,1,99,200000000,14,99,132856478,19,99,200000000,57,99,200000000,17,99,200000000,18,99,138992110,50,99,135722315,48,99,200000000,14,99,145124280,14,99,108703093,21,99,142320653,11,99,148750497,26,99,106970736,132,99,186185711,18,99,157633989,58,99,200000000,30,99,107015540,1,99,200000000,1,99,200000000,-1,-1,-1,-1,-1,-1,-1,-1,12314,7,-1,-1,21,10234,905,600,72,2800,21,2137,14,3000,8,1153,84,544,72562,500,-1,-1,77,27916,1941,837,267,2000,55,6000,447,1880,1239,1702,789,205,557,1309,2269,509,5,10000,236,2011,143,684,4823,200,33,1400,1898,1066,179,3000,1292,500,1078,1004,117,2584,1097,1004,299,200,1149,851,2252,1290,362,4100,444,1045,133,800,85,2900,155,3324,24,14500,851,1125,3084,602,11,73,162,3863,1086,179,685,721,284,205,515,700,150,2875,825,601,11,844,670,1377,3434,600,3367,109,22887,330,667,815,4198,15,1237,758,442,223,104,5400,5076,126,7129,106,482,15,1967,26,529,1843,813,898,8197,100,15,20000,106,7301,40,3012,76,6800
1,padq,8,2277,3638148823,28,99,200000000,17,99,200000000,73,99,200000000,22,99,200000000,32,99,200000000,2,99,200000000,6,99,200000000,20,99,200000000,243,99,74741955,8,99,200000000,28,99,200000000,111,99,200000000,13,99,145687028,176,99,22916073,59,99,67494676,4,99,200000000,87,99,44633203,217,99,99406129,4,99,200000000,13,99,200000000,33,99,96908073,19,99,200000000,16,99,86361686,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,393,3744,16836,66,3605,489,15798,240,48,2112,60,686,1437,151,-1,-1,-1,-1,-1,-1,32158,168,4585,829,2954,2155,-1,-1,4423,1236,-1,-1,-1,-1,-1,-1,8065,1124,38606,8,-1,-1,30078,10,13408,59,486,1638,-1,-1,3198,305,125,2367,130,2518,130,2423,-1,-1,-1,-1,24386,252,1127,2473,24890,35,19,1218,453,1336,14997,143,818,5750,15017,184,3263,585,1364,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,714,1191,-1,-1,17,600,-1,-1,97649,32,17689,37,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12070,557,-1,-1,-1,-1,-1,-1,4482,18,-1,-1,10310,122,-1,-1,1,50000,95,7434,1015,825,380,4633
1,Glys,9,2277,3458008263,139,99,117968712,84,99,115793521,717,99,115259883,97,99,200000000,448,99,140244946,19,99,108508923,35,99,154729871,60,99,190018670,128,99,116604940,4,99,200000000,56,99,120445391,256,99,200000000,12,99,158854814,6,99,200000000,19,99,162754606,12,99,140032256,23,99,123200681,129,99,190644801,30,99,111166364,120,99,137476046,2,99,200000000,33,99,138387605,8,99,115916233,-1,-1,-1,-1,-1,-1,-1,-1,12032,7,-1,-1,71345,180,-1,-1,-1,-1,22592,180,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25514,305,-1,-1,-1,-1,97,5376,-1,-1,50161,407,-1,-1,4189,328,-1,-1,165,3762,19436,147,-1,-1,-1,-1,31009,13,5705,583,2916,555,83513,11,56472,6,52509,152,56284,6,-1,-1,437,1249,24589,247,22614,106,29979,15,1156,346,3995,439,50145,8,60828,218,24415,12,9576,327,-1,-1,94,4686,-1,-1,-1,-1,-1,-1,54,1169,41145,21,-1,-1,16710,40,-1,-1,56084,82,43545,6,21214,351,-1,-1,-1,-1,12458,27,-1,-1,5736,967,-1,-1,-1,-1,-1,-1,375,47,6504,129,654,1005,-1,-1,250,3014,252,5103,196,1586,5959,2003
1,Zeken,10,2277,3423832785,44,99,200000000,133,99,88659995,74,99,200000000,63,99,200000000,215,99,171026602,22,99,85275609,74,99,109400913,81,99,132002332,64,99,193006263,5,99,200000000,31,99,200000000,39,99,200000000,35,99,86360556,698,99,17179302,91,99,50533901,14,99,117930604,10,99,200000000,107,99,200000000,63,99,80533145,21,99,200000000,5,99,200000000,15,99,200000000,14,99,91923563,-1,-1,-1,-1,-1,-1,-1,-1,2303,22,1344,3,40929,348,-1,-1,128355,10,34437,120,78758,51,34644,20,1498,147,54653,517,-1,-1,-1,-1,-1,-1,-1,-1,32712,131,-1,-1,24661,670,27646,6,25458,6,-1,-1,8082,1124,11004,339,-1,-1,25185,25,27703,25,12758,266,-1,-1,38297,49,8304,355,1915,901,7716,377,33399,25,3020,371,2823,1208,360,4103,23231,50,16,1278,8597,260,39144,27,4750,3378,7332,439,22169,148,3720,8,4015,610,-1,-1,-1,-1,42116,5,1241,520,40316,25,22048,10,645,118,-1,-1,2448,754,36963,12,4782,785,1023,582,-1,-1,-1,-1,-1,-1,25446,201,9204,87,16793,5,-1,-1,17418,8,3182,625,1533,618,-1,-1,16,16921,115,7235,12764,163,3354,2465
